sample_id,se1_date,village,zone,tapstand_code,se1_time,se1_frc,se1_trc,se1_turb,se1_airtemp,se1_wattemp,se1_cond,se1_ph,se1_orp,resp_consent,sa_cont,sa_cover,sa_clean,sa_opacity,sa_colour,se2_time,se2_frc,se2_trc,se2_turb,se2_wattemp,se2_cond,se2_ph,se2_orp,hh_steps,hh_minutes,se3_time,se3_frc,se3_trc,se3_turb,se3_wattemp,se3_cond,se3_ph,se3_orp,se4_time,se4_date,timelapse4,se4_frc,se4_trc,se4_turb,se4_airtemp,se4_wattemp,se4_cond,se4_ph,se4_orp,sb_watertransfer,sb_watermix,sb_waterused,sb_waterleft,sb_drawing,sb_cont,sb_cover,sb_clean,sb_opacity,sb_colour,sb_inout,sb_sunshade,,,,,,,,,,,
190,8/20/14,6,9,J8/5,8:00,0.72,0.72,1.65,26.6,27.2,776,7.71,562,1,2,1,1,1,1,8:15,0.76,0.74,1.52,27.0,823,7.84,624,65,1.0,8:25,0.62,0.69,0.90,26.7,838,7.78,644,14:25,8/20/14,6:25,0.25,0.27,1.13,39.7,31.6,832,7.70,461,0,0,1,0.50,1,2,1,1,1,1,1,1,,,,,,,,,,,
191,8/20/14,6,9,J8/5,8:10,0.66,0.99,3.50,26.7,26.2,834,7.66,,1,2,1,1,1,1,8:20,0.73,0.72,1.56,26.3,825,7.50,,130,1.0,8:30,0.37,0.39,2.03,27.0,829,7.71,,14:40,8/20/14,6:30,0.56,0.60,0.30,34.1,29.9,840,7.57,,0,0,1,0.50,1,2,1,1,1,1,1,1,,,,,,,,,,,
192,8/20/14,6,9,J8/5,8:45,0.79,0.78,1.50,26.8,26.7,826,7.76,675,1,1,1,1,1,1,8:55,0.72,0.75,1.28,27.0,823,7.91,685,75,1.0,9:05,0.59,0.54,1.09,26.8,833,7.81,664,14:35,8/20/14,5:50,0.46,0.46,1.21,35.4,31.0,835,7.82,656,0,0,1,0.60,1,1,1,1,1,1,1,1,,,,,,,,,,,
193,8/20/14,6,9,J8/5,8:45,0.89,0.88,2.64,23.9,26.5,836,7.75,,1,4,1,1,1,1,8:50,0.91,0.89,1.59,26.4,827,7.71,,60,0.5,9:00,0.83,0.78,1.32,27.9,834,7.78,,15:15,8/20/14,6:30,0.53,0.57,1.76,33.1,33.3,847,7.78,,0,0,1,0.10,1,4,1,1,1,1,1,1,,,,,,,,,,,
194,8/20/14,6,9,J8/5,9:15,0.69,0.82,2.23,23.5,26.4,827,7.69,,1,2,1,1,1,1,9:20,0.94,0.84,1.59,26.9,832,7.69,,113,1.0,9:30,0.73,0.75,0.73,27.1,828,7.65,,14:55,8/20/14,5:40,0.34,0.33,1.65,30.6,33.2,844,7.57,,0,0,0,1.00,1,2,1,1,1,1,0,0,,,,,,,,,,,
195,8/20/14,6,9,J8/5,8/20/14 15:00,1.01,1.01,7.76,39.4,29.4,711,7.74,633,1,1,1,2,1,1,8/20/14 15:10,0.87,0.84,1.97,29.4,712,7.75,686,220,3.0,8/20/14 15:20,0.74,0.68,3.77,30.0,713,7.82,642,8/21/14 9:35,8/21/14,18:35,0.44,0.41,3.30,25.8,28.3,684,7.81,511,0,0,1,0.50,1,1,1,2,1,1,0,0,,,,,,,,,,,
196,8/20/14,6,9,J8/5,8/20/14 15:30,0.83,0.88,2.69,36.2,28.1,788,7.72,664,1,1,1,1,1,1,8/20/14 15:40,0.84,0.86,2.17,28.2,712,7.78,668,140,3.0,8/20/14 15:50,0.79,0.86,1.80,28.9,712,7.90,672,8/21/14 9:25,8/21/14,17:55,0.32,0.36,1.28,25.6,23.3,767,7.68,359,0,,,,1,1,1,1,1,1,1,1,,,,,,,,,,,
197,8/20/14,6,9,J8/5,9:55,1.08,0.93,1.55,25.7,26.9,657,7.48,,1,1,1,1,1,1,10:00,0.99,1.06,2.27,27.3,707,7.47,,120,1.0,10:10,0.89,0.89,2.09,28.0,712,7.59,,14:30,8/20/14,4:35,0.69,0.68,1.93,42.7,32.4,709,7.57,,0,0,1,0.80,1,1,1,1,1,1,1,1,,,,,,,,,,,
198,8/20/14,6,9,J8/5,8/20/14 15:20,0.95,0.93,3.32,33.7,28.3,704,7.67,,1,1,1,1,1,1,8/20/14 15:30,0.72,0.77,,28.7,710,7.54,,104,1.0,8/20/14 15:40,0.25,0.33,16.80,29.0,746,7.62,,8/21/14 9:35,8/21/14,18:15,0.04,0.01,5.88,26.2,25.2,750,7.73,,1,1,1,0.50,1,1,1,1,1,1,1,1,,,,,,,,,,,
199,8/20/14,6,9,J8/5,8/20/14 15:50,0.92,0.99,0.49,31.0,27.9,714,7.77,,1,2,1,1,1,1,8/20/14 16:00,0.69,0.86,0.26,28.2,706,7.40,,62,2.0,8/20/14 16:07,0.74,0.73,3.30,29.6,715,7.43,,8/21/14 9:30,8/21/14,17:40,0.47,0.48,1.23,29.3,25.7,718,7.72,,0,0,0,1.00,1,2,1,1,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
